id,price
188533,17775.05006327891
188534,63525.12336145842
188535,47765.06334632051
188536,23793.99440329061
188537,27292.23138701416
188538,16870.602102066314
188539,12528.561290302836
188540,37790.60866448892
188541,50895.711767440895
188542,27791.79915115989
188543,14685.808776347236
188544,11384.214552632688
188545,40817.457879657144
188546,90363.2090061093
188547,17886.05534291759
188548,104245.34508305116
188549,20724.85163870431
188550,10743.383593326613
188551,65908.68266157032
188552,46169.387552787295
188553,62423.46644345999
188554,21069.85934512496
188555,39268.592805902066
188556,17927.21112666517
188557,18140.98793657713
188558,59756.288365230765
188559,24404.477446736455
188560,9750.48147857363
188561,71017.86341707768
188562,25568.35656106553
188563,73758.35083934113
188564,51706.27502280054
188565,36887.45898471704
188566,29209.560762321842
188567,12459.976056713747
188568,38101.681238416684
188569,22247.33134161264
188570,16976.023857774588
188571,26063.597986083943
188572,70246.46344650554
188573,20681.888117998104
188574,30612.29105050029
188575,36376.716371914285
188576,30954.24031463794
188577,11923.7751364624
188578,26489.950706644104
188579,37196.6307515981
188580,46616.95614722845
188581,77908.35647471374
188582,25294.876959084104
188583,87422.13578596039
188584,31739.594099035763
188585,36482.33167825969
188586,29030.43840486969
188587,47560.6985844763
188588,22855.416991064332
188589,19766.213195689328
188590,17475.524742750596
188591,25449.348420462273
188592,29563.68374936201
188593,27415.88290113927
188594,64295.39473575255
188595,27159.03434833272
188596,39274.13571542978
188597,29736.849754943967
188598,24468.47139702052
188599,15095.649447565935
188600,35952.36619558441
188601,46513.75157448024
188602,34401.850348088265
188603,159862.44656778342
188604,10612.246533160009
188605,33723.39837893537
188606,36676.57024979852
188607,52715.63198341823
188608,15967.891278539
188609,46598.4655395314
188610,33200.31224852888
188611,21908.602092523644
188612,57484.38185323296
188613,21084.372052771723
188614,18681.891829048654
188615,25599.196375766838
188616,55916.77167822169
188617,36937.16465833174
188618,21265.83559806786
188619,78813.0348622112
188620,7839.051853248409
188621,25443.718312852543
188622,124013.24978908937
188623,48475.074061311294
188624,39372.089432596804
188625,23846.42457650346
188626,16779.463308038707
188627,75942.51364101651
188628,77047.70846991992
188629,15363.934668435251
188630,24451.349535039157
188631,69276.21146190926
188632,42706.7894332328
188633,48891.2510589969
188634,10384.402777175572
188635,21504.284246588486
188636,47037.54184275346
188637,10832.540647860382
188638,20439.92316039049
188639,19878.199774522964
188640,12226.998147769038
188641,24563.160700958295
188642,12179.376060045264
188643,89197.91787384683
188644,86057.58876360166
188645,48389.901899427605
188646,8255.467453361569
188647,10965.605106542074
188648,26445.374175403384
188649,35537.03290610742
188650,76687.62651851686
188651,36753.741741442806
188652,51081.07509990591
188653,60446.37864502473
188654,8029.619413819558
188655,15548.687223054496
188656,27737.88870072707
188657,31735.356688920943
188658,9532.135825350413
188659,57399.1430474892
188660,11396.250281415138
188661,57032.030746627635
188662,12039.961931314232
188663,17824.82173271347
188664,74106.23335444026
188665,95963.71822585931
188666,24446.966026690225
188667,8510.102984836592
188668,12660.055081382297
188669,27244.33008067563
188670,55069.605890283274
188671,20247.888928390767
188672,16326.056266148154
188673,43889.660680321475
188674,16300.324215191877
188675,23440.656457047007
188676,37979.423480175756
188677,9502.691640546955
188678,24140.96014638248
188679,32721.64313264873
188680,45213.6521037704
188681,14981.574220814227
188682,15925.947177324797
188683,8913.86863924406
188684,60092.090075763736
188685,39843.718043864814
188686,102583.3756206488
188687,19114.16217584848
188688,33004.270541742095
188689,9019.561804950177
188690,27591.98915916253
188691,34801.46028431702
188692,25568.84424341572
188693,8690.239912888395
188694,16428.106574135487
188695,19615.533800063822
188696,56645.43760566944
188697,27406.785664274394
188698,18330.128401942908
188699,58329.52064234832
188700,100029.05959213461
188701,33019.06726045753
188702,13833.193079756842
188703,110593.53841572373
188704,42732.700532644
188705,20381.061155625815
188706,72826.07852088271
188707,8982.667258353014
188708,23342.412584788133
188709,13904.482974211413
188710,19973.44134261363
188711,29115.057893309327
188712,46598.64329890952
188713,33544.67179876969
188714,22365.86550025196
188715,36535.67238142318
188716,27552.494167957728
188717,9703.802092881708
188718,18032.114600851262
188719,33385.73586867411
188720,16527.610552256872
188721,76569.23926133206
188722,49262.02368014326
188723,20017.758354471407
